"","key","Year","Player","Age","Team","Pos","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Awards"
"32","bridgju01",1980,"Junior Bridgeman",26,"MIL","SF",81,NA,2316,594,1243,0.478,5,27,0.185,589,1216,0.484,0.48,230,266,0.865,104,197,301,237,94,20,172,216,1423,""
"33","robintr01",1980,"Truck Robinson",28,"PHO","PF",82,NA,2710,545,1064,0.512,0,0,NA,545,1064,0.512,0.512,325,487,0.667,213,557,770,142,58,59,251,262,1415,""
"34","johnsma02",1980,"Magic Johnson",20,"LAL","SG",77,NA,2795,503,949,0.53,7,31,0.226,496,918,0.54,0.534,374,462,0.81,166,430,596,563,187,41,305,218,1387,"ROY-2,AS"
"35","silasja01",1980,"James Silas",30,"SAS","PG",77,NA,2293,513,999,0.514,0,4,0,513,995,0.516,0.514,339,382,0.887,45,122,167,347,61,14,192,206,1365,""
"36","maxwece01",1980,"Cedric Maxwell",24,"BOS","SF",80,80,2744,457,750,0.609,0,0,NA,457,750,0.609,0.609,436,554,0.787,284,420,704,199,76,61,230,266,1350,""
"37","longjo01",1980,"John Long",23,"DET","SG",69,NA,2364,588,1164,0.505,1,12,0.083,587,1152,0.51,0.506,160,194,0.825,152,185,337,206,129,26,206,221,1337,""
"38","greenda01",1980,"Dave Greenwood",22,"CHI","PF",82,NA,2791,498,1051,0.474,1,7,0.143,497,1044,0.476,0.474,337,416,0.81,223,550,773,182,60,129,210,313,1334,""
"39","roundda01",1980,"Dan Roundfield",26,"ATL","PF",81,NA,2588,502,1007,0.499,0,4,0,502,1003,0.5,0.499,330,465,0.71,293,544,837,184,101,139,233,317,1334,"MVP-5,AS,NBA2"
"40","fordph01",1980,"Phil Ford",23,"KCK","PG",82,NA,2621,489,1058,0.462,4,23,0.174,485,1035,0.469,0.464,346,423,0.818,29,143,172,610,136,4,282,208,1328,""
"41","englial01",1980,"Alex English",26,"2TM","SF",78,NA,2401,553,1113,0.497,2,6,0.333,551,1107,0.498,0.498,210,266,0.789,269,336,605,224,73,62,214,206,1318,""
"42","davisjo01",1980,"Johnny Davis",24,"IND","PG",82,NA,2912,496,1159,0.428,4,42,0.095,492,1117,0.44,0.43,304,352,0.864,102,124,226,440,110,23,202,178,1300,""
"43","wintebr01",1980,"Brian Winters",27,"MIL","SG",80,NA,2623,535,1116,0.479,38,102,0.373,497,1014,0.49,0.496,184,214,0.86,48,175,223,362,101,28,186,208,1292,""
"44","wedmasc01",1980,"Scott Wedman",27,"KCK","SF",68,NA,2347,569,1112,0.512,7,22,0.318,562,1090,0.516,0.515,145,181,0.801,114,272,386,145,84,45,112,230,1290,"AS"
"45","edwarja01",1980,"James Edwards",24,"IND","C",82,NA,2314,528,1032,0.512,0,1,0,528,1031,0.512,0.512,231,339,0.681,179,399,578,127,55,104,131,324,1287,""
"46","brewero01",1980,"Ron Brewer",24,"POR","SG",82,NA,2815,548,1182,0.464,6,32,0.188,542,1150,0.471,0.466,184,219,0.84,54,160,214,216,98,48,167,154,1286,""
"47","ballagr01",1980,"Greg Ballard",25,"WSB","SF",82,NA,2438,545,1101,0.495,16,47,0.34,529,1054,0.502,0.502,171,227,0.753,240,398,638,159,90,36,133,197,1277,""
"48","robisda01",1980,"Dave Robisch",30,"CLE","C",82,NA,2670,489,940,0.52,0,3,0,489,937,0.522,0.52,277,329,0.842,225,433,658,192,53,53,138,211,1255,""
"49","richami01",1980,"Micheal Ray Richardson",24,"NYK","SG",82,NA,3060,502,1063,0.472,27,110,0.245,475,953,0.498,0.485,223,338,0.66,151,388,539,832,265,35,359,260,1254,"AS"
"50","owensto01",1980,"Tom Owens",30,"POR","C",76,NA,2337,518,1008,0.514,1,2,0.5,517,1006,0.514,0.514,213,283,0.753,189,384,573,194,45,53,174,270,1250,""
"51","parisro01",1980,"Robert Parish",26,"GSW","C",72,NA,2119,510,1006,0.507,0,1,0,510,1005,0.507,0.507,203,284,0.715,247,536,783,122,58,115,225,248,1223,""
"52","mcadobo01",1980,"Bob McAdoo",28,"DET","PF",58,NA,2097,492,1025,0.48,3,24,0.125,489,1001,0.489,0.481,235,322,0.73,100,367,467,200,73,65,238,178,1222,""
"53","laniebo01",1980,"Bob Lanier",31,"2TM","C",63,NA,2131,466,867,0.537,1,6,0.167,465,861,0.54,0.538,277,354,0.782,152,400,552,184,74,89,162,200,1210,""
"54","parkeso01",1980,"Sonny Parker",24,"GSW","SF",82,NA,2849,483,988,0.489,0,2,0,483,986,0.49,0.489,237,302,0.785,166,298,464,254,173,32,163,195,1203,""
"55","dawkida01",1980,"Darryl Dawkins",23,"PHI","C",80,80,2541,494,946,0.522,0,6,0,494,940,0.526,0.522,190,291,0.653,197,496,693,149,49,142,230,328,1178,""
"56","sikmaja01",1980,"Jack Sikma",24,"SEA","C",82,NA,2793,470,989,0.475,0,1,0,470,988,0.476,0.475,235,292,0.805,198,710,908,279,68,77,202,232,1175,"AS"
"57","soberri01",1980,"Ricky Sobers",27,"CHI","PG",82,NA,2673,470,1002,0.469,21,68,0.309,449,934,0.481,0.48,200,239,0.837,75,167,242,426,136,17,282,294,1161,""
"58","architi01",1980,"Tiny Archibald",31,"BOS","PG",80,80,2864,383,794,0.482,4,18,0.222,379,776,0.488,0.485,361,435,0.83,59,138,197,671,106,10,242,218,1131,"MVP-5,AS"
"59","adamsal01",1980,"Alvan Adams",25,"PHO","C",75,NA,2168,465,875,0.531,0,2,0,465,873,0.533,0.531,188,236,0.797,158,451,609,322,108,55,218,237,1118,""
"60","jordaed01",1980,"Eddie Jordan",25,"NJN","PG",82,NA,2657,437,1017,0.43,12,48,0.25,425,969,0.439,0.436,201,258,0.779,62,208,270,557,223,27,258,238,1087,""
"61","natersw01",1980,"Swen Nater",30,"SDC","C",81,NA,2860,443,799,0.554,0,2,0,443,797,0.556,0.554,196,273,0.718,352,864,1216,233,45,37,257,259,1082,""
"62","washike01",1980,"Kermit Washington",28,"POR","PF",80,NA,2657,421,761,0.553,0,3,0,421,758,0.555,0.553,231,360,0.642,325,517,842,167,73,131,170,307,1073,"AS"
"63","mcginge01",1980,"George McGinnis",29,"2TM","PF",73,NA,2208,400,886,0.451,2,15,0.133,398,871,0.457,0.453,270,488,0.553,222,477,699,333,101,23,281,303,1072,""
"64","shortpu01",1980,"Purvis Short",22,"GSW","SF",62,NA,1636,461,916,0.503,0,6,0,461,910,0.507,0.503,134,165,0.812,119,197,316,123,63,9,122,186,1056,""
"65","taylobr01",1980,"Brian Taylor",28,"SDC","PG",78,NA,2754,418,895,0.467,90,239,0.377,328,656,0.5,0.517,130,162,0.802,76,112,188,335,147,25,141,246,1056,""
"66","furlote01",1980,"Terry Furlow",25,"2TM","SG",76,NA,2122,430,926,0.464,24,82,0.293,406,844,0.481,0.477,171,196,0.872,70,124,194,293,73,23,163,98,1055,""
"67","jonesbo01",1980,"Bobby Jones",28,"PHI","PF",81,3,2125,398,748,0.532,0,3,0,398,745,0.534,0.532,257,329,0.781,152,298,450,146,102,118,146,223,1053,""
"68","sheltlo01",1980,"Lonnie Shelton",24,"SEA","PF",76,NA,2243,425,802,0.53,1,5,0.2,424,797,0.532,0.531,184,241,0.763,199,383,582,145,92,79,169,292,1035,""
"69","wilkebo01",1980,"Bob Wilkerson",25,"DEN","SF",75,NA,2381,430,1030,0.417,7,34,0.206,423,996,0.425,0.421,166,222,0.748,85,231,316,243,93,27,193,194,1033,""
"70","lucasjo01",1980,"John Lucas",26,"GSW","PG",80,NA,2763,388,830,0.467,12,42,0.286,376,788,0.477,0.475,222,289,0.768,61,159,220,602,138,3,184,196,1010,""
"71","tylerte01",1980,"Terry Tyler",23,"DET","SF",82,NA,2670,430,925,0.465,2,12,0.167,428,913,0.469,0.466,143,187,0.765,228,399,627,129,107,220,175,237,1005,""
"72","boonero01",1980,"Ron Boone",33,"2TM","SG",81,NA,2392,405,915,0.443,19,50,0.38,386,865,0.446,0.453,175,196,0.893,54,173,227,309,97,3,197,232,1004,""
"73","reidro01",1980,"Robert Reid",24,"HOU","SF",76,NA,2304,419,861,0.487,0,3,0,419,858,0.488,0.487,153,208,0.736,140,301,441,244,132,57,164,281,991,""
"74","knighbi01",1980,"Billy Knight",27,"IND","SF",75,NA,1910,385,722,0.533,4,15,0.267,381,707,0.539,0.536,212,262,0.809,136,225,361,155,82,9,132,96,986,""
"75","brownfr01",1980,"Fred Brown",31,"SEA","SG",80,NA,1701,404,843,0.479,39,88,0.443,365,755,0.483,0.502,113,135,0.837,35,120,155,174,65,17,105,117,960,""
"76","meyerda01",1980,"Dave Meyers",26,"MIL","PF",79,NA,2204,399,830,0.481,1,5,0.2,398,825,0.482,0.481,156,246,0.634,140,308,448,225,72,40,182,218,955,""
"77","bristal01",1980,"Allan Bristow",28,"UTA","SF",82,NA,2304,377,785,0.48,2,7,0.286,375,778,0.482,0.482,197,243,0.811,170,342,512,341,88,6,179,211,953,""
"78","robincl01",1980,"Cliff Robinson",19,"NJN","PF",70,NA,1661,391,833,0.469,1,4,0.25,390,829,0.47,0.47,168,242,0.694,174,332,506,98,61,34,137,178,951,""
"79","robeyri01",1980,"Rick Robey",24,"BOS","C",82,27,1918,379,727,0.521,0,1,0,379,726,0.522,0.521,184,269,0.684,209,321,530,92,53,15,151,244,942,""
"80","cowenda01",1980,"Dave Cowens",31,"BOS","C",66,55,2159,422,932,0.453,1,12,0.083,421,920,0.458,0.453,95,122,0.779,126,408,534,206,69,61,108,216,940,"AS"
"81","mixst01",1980,"Steve Mix",32,"PHI","SF",81,5,1543,363,703,0.516,4,10,0.4,359,693,0.518,0.519,207,249,0.831,114,176,290,149,67,9,132,114,937,""
"82","rochejo01",1980,"John Roche",30,"DEN","PG",82,NA,2286,354,741,0.478,49,129,0.38,305,612,0.498,0.511,175,202,0.866,24,91,115,405,82,12,159,139,932,""
"83","carrke01",1980,"Kenny Carr",24,"2TM","PF",79,NA,1838,378,768,0.492,0,4,0,378,764,0.495,0.492,173,263,0.658,199,389,588,77,66,52,154,246,929,""
"84","robinbi01",1980,"Bill Robinzine",27,"KCK","PF",81,NA,1917,362,723,0.501,1,2,0.5,361,721,0.501,0.501,200,274,0.73,184,342,526,62,106,23,148,311,925,""
"85","lucasma01",1980,"Maurice Lucas",27,"2TM","PF",63,NA,1884,371,813,0.456,2,9,0.222,369,804,0.459,0.458,179,239,0.749,143,394,537,208,42,62,218,223,923,""
"86","johnsjo01",1980,"John Johnson",32,"SEA","SF",81,NA,2533,377,772,0.488,0,0,NA,377,772,0.488,0.488,161,201,0.801,163,263,426,424,76,35,247,213,915,""
"87","carrml01",1980,"M.L. Carr",29,"BOS","SF",82,7,1994,362,763,0.474,12,41,0.293,350,722,0.485,0.482,178,241,0.739,106,224,330,156,120,36,143,214,914,""
"88","greveke01",1980,"Kevin Grevey",26,"WSB","SF",65,NA,1818,331,804,0.412,34,92,0.37,297,712,0.417,0.433,216,249,0.867,80,107,187,177,56,16,102,158,912,""
"89","carrau01",1980,"Austin Carr",31,"CLE","SG",77,NA,1595,390,839,0.465,2,6,0.333,388,833,0.466,0.466,127,172,0.738,81,84,165,150,39,3,108,120,909,""
"90","bantomi01",1980,"Mike Bantom",28,"IND","SF",77,NA,2330,384,760,0.505,1,3,0.333,383,757,0.506,0.506,139,209,0.665,192,264,456,279,85,49,189,268,908,""
"91","bosweto01",1980,"Tom Boswell",26,"2TM","PF",79,NA,2077,346,613,0.564,5,10,0.5,341,603,0.566,0.569,206,273,0.755,146,296,442,161,29,37,181,270,903,""
"92","cheekma01",1980,"Maurice Cheeks",23,"PHI","PG",79,79,2623,357,661,0.54,4,9,0.444,353,652,0.541,0.543,180,231,0.779,75,199,274,556,183,32,216,197,898,""
"93","smithbi02",1980,"Bingo Smith",33,"2TM","SG",78,NA,2123,385,891,0.432,23,81,0.284,362,810,0.447,0.445,100,115,0.87,94,165,259,100,62,17,81,209,893,""
"94","pheglro01",1980,"Roger Phegley",23,"2TM","SG",78,NA,1512,350,733,0.477,4,9,0.444,346,724,0.478,0.48,177,203,0.872,75,110,185,102,34,7,119,158,881,""
"95","tomjaru01",1980,"Rudy Tomjanovich",31,"HOU","PF",62,NA,1834,370,778,0.476,22,79,0.278,348,699,0.498,0.49,118,147,0.803,132,226,358,109,32,10,98,161,880,""
"96","restake01",1980,"Kevin Restani",28,"SAS","SF",82,NA,1966,369,727,0.508,5,29,0.172,364,698,0.521,0.511,131,161,0.814,142,244,386,189,54,12,129,186,874,""
"97","coopewa01",1980,"Wayne Cooper",23,"GSW","PF",79,NA,1781,367,750,0.489,1,4,0.25,366,746,0.491,0.49,136,181,0.751,202,305,507,42,20,79,140,246,871,""
"98","choneji01",1980,"Jim Chones",30,"LAL","C",82,NA,2394,372,760,0.489,0,2,0,372,758,0.491,0.489,125,169,0.74,143,421,564,151,56,65,175,271,869,""
"99","barryri01",1980,"Rick Barry",35,"HOU","SF",72,NA,1816,325,771,0.422,73,221,0.33,252,550,0.458,0.469,143,153,0.935,53,183,236,268,80,28,152,182,866,""
"100","gilmoar01",1980,"Artis Gilmore",30,"CHI","C",48,NA,1568,305,513,0.595,0,0,NA,305,513,0.595,0.595,245,344,0.712,108,324,432,133,29,59,133,167,855,""
"101","willijo01",1980,"John Williamson",28,"2TM","SG",58,NA,1374,359,817,0.439,11,35,0.314,348,782,0.445,0.446,116,138,0.841,38,61,99,126,36,19,92,137,845,""
"102","leaveal01",1980,"Allen Leavell",22,"HOU","PG",77,NA,2123,330,656,0.503,3,19,0.158,327,637,0.513,0.505,180,221,0.814,57,127,184,417,127,28,205,197,843,""
"103","thompda01",1980,"David Thompson",25,"DEN","SG",39,NA,1239,289,617,0.468,7,19,0.368,282,598,0.472,0.474,254,335,0.758,56,118,174,124,39,38,116,106,839,""
"104","fordch01",1980,"Chris Ford",31,"BOS","SG",73,73,2115,330,709,0.465,70,164,0.427,260,545,0.477,0.515,86,114,0.754,77,104,181,215,111,27,105,178,816,""
"105","unselwe01",1980,"Wes Unseld",33,"WSB","C",82,NA,2973,327,637,0.513,1,2,0.5,326,635,0.513,0.514,139,209,0.665,334,760,1094,366,65,61,153,249,794,""
"106","olberma01",1980,"Mark Olberding",23,"SAS","SF",75,NA,2111,291,609,0.478,0,3,0,291,606,0.48,0.478,210,264,0.795,83,335,418,327,67,22,180,274,792,""
"107","smithph01",1980,"Phil Smith",27,"GSW","SG",51,NA,1552,325,685,0.474,7,22,0.318,318,663,0.48,0.48,135,171,0.789,28,118,146,187,62,15,121,154,792,""
"108","dandrbo01",1980,"Bob Dandridge",32,"WSB","SF",45,NA,1457,329,729,0.451,2,11,0.182,327,718,0.455,0.453,123,152,0.809,63,183,246,178,29,36,123,112,783,""
"109","whitejo01",1980,"Jo Jo White",33,"GSW","PG",78,NA,2052,336,706,0.476,1,6,0.167,335,700,0.479,0.477,97,114,0.851,42,139,181,239,88,13,157,186,770,""
"110","johnsge03",1980,"George Johnson",23,"DEN","PF",75,NA,1938,309,649,0.476,2,9,0.222,307,640,0.48,0.478,148,189,0.783,190,394,584,157,84,67,148,260,768,""
"111","paultbi01",1980,"Billy Paultz",31,"2TM","C",84,NA,2193,327,673,0.486,0,1,0,327,672,0.487,0.486,109,182,0.599,187,399,586,188,69,84,115,213,763,""
"112","hawesst01",1980,"Steve Hawes",29,"ATL","PF",82,NA,1853,304,605,0.502,3,8,0.375,301,597,0.504,0.505,150,182,0.824,148,348,496,144,74,29,121,205,761,""
"113","bryanjo01",1980,"Joe Bryant",25,"SDC","PF",81,NA,2328,294,682,0.431,5,34,0.147,289,648,0.446,0.435,161,217,0.742,171,345,516,144,102,39,170,258,754,""
"114","russeca02",1980,"Campy Russell",28,"CLE","SF",41,NA,1331,284,630,0.451,1,9,0.111,283,621,0.456,0.452,178,239,0.745,76,149,225,173,72,20,148,113,747,""
"115","laceysa01",1980,"Sam Lacey",31,"KCK","C",81,NA,2412,303,677,0.448,0,1,0,303,676,0.448,0.448,137,185,0.741,172,473,645,460,111,109,211,307,743,""
"116","bibbyhe01",1980,"Henry Bibby",30,"PHI","PG",82,8,2035,251,626,0.401,11,52,0.212,240,574,0.418,0.41,226,286,0.79,65,143,208,307,62,6,147,161,739,""
"117","jeelaab01",1980,"Abdul Jeelani",25,"POR","SF",77,NA,1286,288,565,0.51,0,6,0,288,559,0.515,0.51,161,204,0.789,114,156,270,95,40,40,117,155,737,""
"118","haywosp01",1980,"Spencer Haywood",30,"LAL","PF",76,NA,1544,288,591,0.487,1,4,0.25,287,587,0.489,0.488,159,206,0.772,132,214,346,93,35,57,134,197,736,""
"119","poquebe01",1980,"Ben Poquette",24,"UTA","C",82,NA,2349,296,566,0.523,0,2,0,296,564,0.525,0.523,139,167,0.832,124,436,560,131,45,162,103,283,731,""
"120","rollitr01",1980,"Tree Rollins",24,"ATL","C",82,NA,2123,287,514,0.558,0,0,NA,287,514,0.558,0.558,157,220,0.714,283,491,774,76,54,244,99,322,731,""
"121","coopemi01",1980,"Michael Cooper",23,"LAL","SG",82,NA,1973,303,578,0.524,5,20,0.25,298,558,0.534,0.529,111,143,0.776,101,128,229,221,86,38,142,215,722,""
"122","bucknqu01",1980,"Quinn Buckner",25,"MIL","PG",67,NA,1690,306,655,0.467,2,5,0.4,304,650,0.468,0.469,105,143,0.734,69,169,238,383,135,4,149,202,719,""
"123","walkefo01",1980,"Foots Walker",28,"CLE","PG",76,NA,2422,258,568,0.454,1,9,0.111,257,559,0.46,0.455,195,243,0.802,78,209,287,607,155,12,157,202,712,""
"124","kelsegr01",1980,"Greg Kelser",22,"DET","SF",50,NA,1233,280,593,0.472,3,15,0.2,277,578,0.479,0.475,146,203,0.719,124,152,276,108,60,34,140,176,709,""
"125","kelleri01",1980,"Rich Kelley",26,"2TM","C",80,NA,1839,229,484,0.473,0,3,0,229,481,0.476,0.473,244,310,0.787,200,315,515,178,78,96,198,273,702,""
"126","bratzmi01",1980,"Mike Bratz",24,"PHO","PG",82,NA,1589,269,687,0.392,21,86,0.244,248,601,0.413,0.407,141,162,0.87,50,117,167,223,93,9,135,165,700,""
"127","bensoke01",1980,"Kent Benson",25,"2TM","C",73,NA,1891,299,618,0.484,1,5,0.2,298,613,0.486,0.485,99,141,0.702,126,327,453,178,73,92,157,246,698,""
"128","bradldu01",1980,"Dudley Bradley",22,"IND","SG",82,NA,2027,275,609,0.452,2,5,0.4,273,604,0.452,0.453,136,174,0.782,69,154,223,252,211,48,166,194,688,""
"129","kingre01",1980,"Reggie King",22,"KCK","PF",82,NA,2052,257,499,0.515,0,1,0,257,498,0.516,0.515,159,219,0.726,184,382,566,106,69,31,100,230,673,""
"130","maysc01",1980,"Scott May",25,"CHI","SF",54,NA,1298,264,587,0.45,0,4,0,264,583,0.453,0.45,144,172,0.837,78,140,218,104,45,5,77,126,672,""
"131","crissch01",1980,"Charlie Criss",31,"ATL","PG",81,NA,1794,249,578,0.431,1,17,0.059,248,561,0.442,0.432,172,212,0.811,27,89,116,246,74,4,130,133,671,""
"132","jonesdw01",1980,"Dwight Jones",27,"2TM","PF",74,NA,1448,257,506,0.508,0,0,NA,257,506,0.508,0.508,146,201,0.726,114,254,368,101,28,42,122,207,660,""
"133","moncrsi01",1980,"Sidney Moncrief",22,"MIL","SG",77,NA,1557,211,451,0.468,0,1,0,211,450,0.469,0.468,232,292,0.795,154,184,338,133,72,16,117,106,654,""
"134","scottch01",1980,"Charlie Scott",31,"DEN","SG",69,NA,1860,276,688,0.401,2,11,0.182,274,677,0.405,0.403,85,118,0.72,51,115,166,250,47,23,163,197,639,""
"135","moneyer01",1980,"Eric Money",24,"2TM","SG",61,NA,1549,273,546,0.5,0,0,NA,273,546,0.5,0.5,83,106,0.783,31,73,104,254,53,11,155,146,629,""
"136","busedo01",1980,"Don Buse",29,"PHO","PG",81,NA,2499,261,589,0.443,19,79,0.241,242,510,0.475,0.459,85,128,0.664,70,163,233,320,132,10,91,111,626,""
"137","duerote01",1980,"Terry Duerod",23,"DET","SG",67,NA,1331,282,598,0.472,15,53,0.283,267,545,0.49,0.484,45,66,0.682,29,69,98,117,41,11,79,102,624,""
"138","landsma01",1980,"Mark Landsberger",24,"2TM","C",77,NA,1510,249,483,0.516,0,0,NA,249,483,0.516,0.516,116,222,0.523,226,387,613,46,33,22,100,140,614,""
"139","johnsol01",1980,"Ollie Johnson",30,"CHI","SF",79,NA,1535,262,527,0.497,1,11,0.091,261,516,0.506,0.498,82,93,0.882,50,113,163,161,59,24,96,165,607,""
"140","mcelrji01",1980,"Jim McElroy",26,"2TM","PG",67,NA,1528,228,527,0.433,5,21,0.238,223,506,0.441,0.437,132,172,0.767,32,67,99,227,46,19,131,123,593,""
"141","maravpe01",1980,"Pete Maravich",32,"2TM","SG",43,4,964,244,543,0.449,10,15,0.667,234,528,0.443,0.459,91,105,0.867,17,61,78,83,24,6,82,79,589,""
"142","jonesca01",1980,"Caldwell Jones",29,"PHI","C",80,80,2771,232,532,0.436,0,2,0,232,530,0.438,0.436,124,178,0.697,219,731,950,164,43,162,218,298,588,""
