"","key","Year","Player","Age","Team","Pos","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Awards"
"14","randoza01",2007,"Zach Randolph",25,"POR","PF",68,67,2425,600,1286,0.467,14,48,0.292,586,1238,0.473,0.472,394,481,0.819,199,489,688,147,53,15,215,184,1608,""
"15","duncati01",2007,"Tim Duncan",30,"SAS","C",80,80,2726,618,1131,0.546,1,9,0.111,617,1122,0.55,0.547,362,568,0.637,213,633,846,273,66,190,224,203,1599,"MVP-4,DPOY-3,AS,NBA1"
"16","curryed01",2007,"Eddy Curry",24,"NYK","C",81,81,2849,585,1016,0.576,1,1,1,584,1015,0.575,0.576,405,659,0.615,195,376,571,68,34,40,295,265,1576,""
"17","boshch01",2007,"Chris Bosh",22,"TOR","C",69,69,2658,543,1094,0.496,12,35,0.343,531,1059,0.501,0.502,463,590,0.785,186,555,741,175,39,90,179,163,1561,"MVP-7,AS,NBA2"
"18","boozeca01",2007,"Carlos Boozer",25,"UTA","PF",74,74,2557,647,1154,0.561,0,0,NA,647,1154,0.561,0.561,255,372,0.685,235,632,867,221,70,21,194,217,1549,"MVP-9,AS"
"19","denglu01",2007,"Luol Deng",21,"CHI","SF",82,82,3071,630,1218,0.517,1,7,0.143,629,1211,0.519,0.518,279,359,0.777,148,431,579,204,97,48,153,167,1540,"DPOY-20"
"20","hamilri01",2007,"Richard Hamilton",28,"DET","SG",75,75,2763,547,1170,0.468,44,129,0.341,503,1041,0.483,0.486,347,403,0.861,75,207,282,285,59,15,159,232,1485,"AS"
"21","allenra02",2007,"Ray Allen",31,"SEA","SG",55,55,2219,505,1153,0.438,165,443,0.372,340,710,0.479,0.51,279,309,0.903,57,190,247,228,82,11,154,113,1454,"AS"
"22","barbole01",2007,"Leandro Barbosa",24,"PHO","SG",80,18,2613,529,1111,0.476,190,438,0.434,339,673,0.504,0.562,196,232,0.845,22,192,214,317,96,15,146,210,1444,"6MOY-1"
"23","howardw01",2007,"Dwight Howard",21,"ORL","C",82,82,3023,526,873,0.603,1,2,0.5,525,871,0.603,0.603,390,666,0.586,283,725,1008,158,70,156,317,245,1443,"DPOY-16,AS,NBA3"
"24","parketo01",2007,"Tony Parker",24,"SAS","PG",77,77,2499,570,1096,0.52,15,38,0.395,555,1058,0.525,0.527,274,350,0.783,34,216,250,420,82,6,191,137,1429,"MVP-15,AS"
"25","johnsjo02",2007,"Joe Johnson",25,"ATL","SG",57,57,2359,536,1139,0.471,119,312,0.381,417,827,0.504,0.523,235,314,0.748,53,186,239,249,60,11,176,115,1426,"AS"
"26","reddmi01",2007,"Michael Redd",27,"MIL","SF",53,53,2036,477,1025,0.465,117,306,0.382,360,719,0.501,0.522,345,416,0.829,42,154,196,124,63,9,122,78,1416,""
"27","nashst01",2007,"Steve Nash",32,"PHO","PG",76,76,2682,517,971,0.532,156,343,0.455,361,628,0.575,0.613,222,247,0.899,30,239,269,884,57,6,287,117,1412,"MVP-2,AS,NBA1"
"28","okurme01",2007,"Mehmet Okur",27,"UTA","C",80,80,2664,490,1061,0.462,129,336,0.384,361,725,0.498,0.523,296,387,0.765,160,419,579,156,36,38,125,257,1405,"AS"
"29","bibbymi01",2007,"Mike Bibby",28,"SAC","PG",82,82,2784,471,1166,0.404,173,481,0.36,298,685,0.435,0.478,288,347,0.83,39,224,263,388,88,6,197,139,1403,""
"30","mariosh01",2007,"Shawn Marion",28,"PHO","SF",80,80,3010,561,1071,0.524,80,252,0.317,481,819,0.587,0.561,201,248,0.81,172,613,785,134,156,122,114,216,1403,"DPOY-4,AS"
"31","wadedw01",2007,"Dwyane Wade",25,"MIA","SG",51,50,1931,472,962,0.491,21,79,0.266,451,883,0.511,0.502,432,535,0.807,51,188,239,384,107,62,216,117,1397,"MVP-12,AS,NBA3"
"32","jamisan01",2007,"Antawn Jamison",30,"WAS","PF",70,70,2662,512,1139,0.45,138,379,0.364,374,760,0.492,0.51,226,307,0.736,134,428,562,136,80,36,104,194,1388,""
"33","iguodan01",2007,"Andre Iguodala",23,"PHI","SG",76,76,3062,443,991,0.447,48,155,0.31,395,836,0.472,0.471,452,551,0.82,77,357,434,432,152,33,261,200,1386,"DPOY-24"
"34","davisri01",2007,"Ricky Davis",27,"MIN","SF",81,81,3021,506,1089,0.465,123,310,0.397,383,779,0.492,0.521,239,285,0.839,54,261,315,385,80,23,210,189,1374,""
"35","terryja01",2007,"Jason Terry",29,"DAL","SG",81,80,2846,514,1063,0.484,162,370,0.438,352,693,0.508,0.56,160,199,0.804,41,190,231,422,81,17,152,170,1350,""
"36","lewisra02",2007,"Rashard Lewis",27,"SEA","SF",60,60,2348,463,1005,0.461,151,387,0.39,312,618,0.505,0.536,265,315,0.841,91,305,396,145,68,39,118,143,1342,""
"37","onealje01",2007,"Jermaine O'Neal",28,"IND","C",69,69,2459,498,1141,0.436,0,7,0,498,1134,0.439,0.436,343,447,0.767,153,508,661,167,50,182,203,232,1339,"DPOY-10,AS"
"38","hinriki01",2007,"Kirk Hinrich",26,"CHI","PG",80,80,2839,475,1061,0.448,140,337,0.415,335,724,0.463,0.514,237,284,0.835,32,242,274,500,100,23,191,274,1327,"DPOY-13"
"39","howarjo01",2007,"Josh Howard",26,"DAL","SF",70,69,2455,493,1075,0.459,92,239,0.385,401,836,0.48,0.501,243,294,0.827,130,345,475,127,82,56,123,180,1321,"DPOY-18,AS"
"40","artesro01",2007,"Metta World Peace",27,"SAC","SF",70,65,2641,458,1040,0.44,93,260,0.358,365,780,0.468,0.485,307,415,0.74,102,352,454,235,149,43,146,205,1316,"DPOY-8"
"41","wallage01",2007,"Gerald Wallace",24,"CHA","SF",72,71,2640,478,952,0.502,39,120,0.325,439,832,0.528,0.523,309,447,0.691,142,376,518,185,144,69,160,209,1304,"DPOY-7"
"42","willide01",2007,"Deron Williams",22,"UTA","PG",80,80,2950,494,1083,0.456,82,255,0.322,412,828,0.498,0.494,227,296,0.767,41,226,267,745,78,13,246,254,1297,""
"43","millemi01",2007,"Mike Miller",26,"MEM","SG",70,69,2740,465,1010,0.46,202,498,0.406,263,512,0.514,0.56,161,203,0.793,52,326,378,298,54,18,179,138,1293,""
"44","harrial01",2007,"Al Harrington",26,"2TM","PF",78,78,2563,495,1083,0.457,127,293,0.433,368,790,0.466,0.516,168,242,0.694,151,345,496,149,65,24,169,269,1285,""
"45","ellismo01",2007,"Monta Ellis",21,"GSW","SG",77,53,2638,480,1010,0.475,39,143,0.273,441,867,0.509,0.495,273,358,0.763,62,181,243,319,132,21,221,210,1272,"MIP-1"
"46","maggeco01",2007,"Corey Maggette",27,"LAC","SF",75,31,2291,367,808,0.454,13,65,0.2,354,743,0.476,0.462,519,633,0.82,90,352,442,208,65,14,201,244,1266,"6MOY-7"
"47","davisba01",2007,"Baron Davis",27,"GSW","PG",63,62,2221,452,1030,0.439,85,280,0.304,367,750,0.489,0.48,275,369,0.745,51,225,276,509,135,29,193,181,1264,"MVP-15"
"48","ginobma01",2007,"Manu Ginóbili",29,"SAS","SG",75,36,2060,396,854,0.464,128,323,0.396,268,531,0.505,0.539,320,372,0.86,59,268,327,263,109,27,157,155,1240,"6MOY-2"
"49","gasolpa01",2007,"Pau Gasol",26,"MEM","C",59,59,2133,462,858,0.538,3,11,0.273,459,847,0.542,0.54,299,400,0.748,149,432,581,201,29,126,162,137,1226,""
"50","marbust01",2007,"Stephon Marbury",29,"NYK","PG",74,74,2748,395,952,0.415,123,345,0.357,272,607,0.448,0.48,297,386,0.769,36,177,213,403,71,10,179,185,1210,""
"51","butleca01",2007,"Caron Butler",26,"WAS","SF",63,63,2474,451,975,0.463,18,72,0.25,433,903,0.48,0.472,283,328,0.863,147,320,467,233,134,17,181,188,1203,"DPOY-21,AS"
"52","mingya01",2007,"Yao Ming",26,"HOU","C",48,48,1624,423,819,0.516,0,2,0,423,817,0.518,0.516,356,413,0.862,101,351,452,94,17,94,167,159,1202,"DPOY-24,AS,NBA2"
"53","patteru01",2007,"Ruben Patterson",31,"MIL","SF",81,53,2508,475,867,0.548,3,19,0.158,472,848,0.557,0.55,241,376,0.641,190,250,440,232,110,25,199,232,1194,""
"54","billuch01",2007,"Chauncey Billups",30,"DET","PG",70,70,2533,348,815,0.427,109,316,0.345,239,499,0.479,0.494,386,437,0.883,23,214,237,502,84,17,140,161,1191,"MVP-11,AS,NBA3"
"55","smithjo03",2007,"Josh Smith",21,"ATL","SF",72,72,2647,436,993,0.439,38,152,0.25,398,841,0.473,0.458,268,387,0.693,165,456,621,236,101,207,227,241,1178,"DPOY-21"
"56","willima01",2007,"Mo Williams",24,"MIL","PG",68,68,2472,468,1049,0.446,79,228,0.346,389,821,0.474,0.484,159,186,0.855,54,275,329,416,85,6,203,201,1174,""
"57","piercpa01",2007,"Paul Pierce",29,"BOS","SG",47,46,1740,373,850,0.439,107,275,0.389,266,575,0.463,0.502,320,402,0.796,39,238,277,194,48,13,152,122,1173,""
"58","princta01",2007,"Tayshaun Prince",26,"DET","SF",82,82,3001,459,997,0.46,81,210,0.386,378,787,0.48,0.501,172,224,0.768,144,285,429,227,51,55,98,116,1171,"DPOY-11"
"59","jacksst02",2007,"Stephen Jackson",28,"2TM","SF",75,69,2479,409,944,0.433,100,311,0.322,309,633,0.488,0.486,243,299,0.813,61,161,222,287,84,34,183,200,1161,""
"60","bellra01",2007,"Raja Bell",30,"PHO","SG",78,78,2917,410,950,0.432,205,496,0.413,205,454,0.452,0.539,118,152,0.776,48,203,251,196,50,22,83,233,1143,"DPOY-23"
"61","grangda01",2007,"Danny Granger",23,"IND","SF",82,57,2785,398,868,0.459,110,288,0.382,288,580,0.497,0.522,236,294,0.803,114,267,381,114,67,61,135,245,1142,""
"62","bellch01",2007,"Charlie Bell",27,"MIL","SG",82,64,2848,426,974,0.437,127,361,0.352,299,613,0.488,0.503,131,168,0.78,57,181,238,247,97,4,104,213,1110,""
"63","jeffeal01",2007,"Al Jefferson",22,"BOS","C",69,60,2319,453,882,0.514,0,1,0,453,881,0.514,0.514,201,295,0.681,237,519,756,88,48,106,136,232,1107,""
"64","wilcoch01",2007,"Chris Wilcox",24,"SEA","PF",82,81,2586,433,819,0.529,0,6,0,433,813,0.533,0.529,240,351,0.684,178,451,629,82,70,38,127,248,1106,""
"65","paulch01",2007,"Chris Paul",21,"NOK","PG",64,64,2353,381,871,0.437,50,143,0.35,331,728,0.455,0.466,292,357,0.818,54,226,280,569,118,3,161,154,1104,""
"66","feltora01",2007,"Raymond Felton",22,"CHA","PG",78,75,2832,393,1024,0.384,103,312,0.33,290,712,0.407,0.434,204,256,0.797,51,216,267,545,118,10,230,180,1093,""
"67","alstora01",2007,"Rafer Alston",30,"HOU","PG",82,82,3040,383,1020,0.375,192,529,0.363,191,491,0.389,0.47,130,177,0.734,29,253,282,444,129,10,170,195,1088,""
"68","moblecu01",2007,"Cuttino Mobley",31,"LAC","SG",78,73,2841,388,882,0.44,101,246,0.411,287,636,0.451,0.497,200,239,0.837,52,215,267,198,92,24,145,186,1077,""
"69","millean02",2007,"Andre Miller",30,"2TM","PG",80,79,2966,424,909,0.466,5,35,0.143,419,874,0.479,0.469,222,283,0.784,97,255,352,625,110,10,222,184,1075,""
"70","korveky01",2007,"Kyle Korver",25,"PHI","SF",74,1,2288,372,845,0.44,132,307,0.43,240,538,0.446,0.518,191,209,0.914,30,229,259,105,57,20,117,188,1067,"6MOY-5"
"71","dunlemi02",2007,"Mike Dunleavy",26,"2TM","PF",82,49,2580,384,850,0.452,70,224,0.313,314,626,0.502,0.493,211,269,0.784,84,347,431,228,84,22,149,203,1049,""
"72","fordtj01",2007,"T.J. Ford",23,"TOR","PG",75,71,2243,393,902,0.436,21,69,0.304,372,833,0.447,0.447,240,293,0.819,53,183,236,595,101,8,231,186,1047,""
"73","hughela01",2007,"Larry Hughes",28,"CLE","SG",70,68,2596,381,953,0.4,74,222,0.333,307,731,0.42,0.439,209,309,0.676,41,226,267,256,89,26,154,164,1045,""
"74","warriha01",2007,"Hakim Warrick",24,"MEM","PF",82,43,2152,373,712,0.524,0,8,0,373,704,0.53,0.524,299,388,0.771,130,290,420,75,43,30,161,232,1045,""
"75","kiddja01",2007,"Jason Kidd",33,"NJN","PG",80,80,2933,369,908,0.406,124,361,0.343,245,547,0.448,0.475,179,230,0.778,135,520,655,736,127,23,213,146,1041,"AS"
"76","crawfja01",2007,"Jamal Crawford",26,"NYK","SG",59,36,2198,354,886,0.4,103,322,0.32,251,564,0.445,0.458,228,272,0.838,44,145,189,259,57,8,162,114,1039,""
"77","masonde01",2007,"Desmond Mason",29,"NOK","SF",75,75,2575,407,900,0.452,0,0,NA,407,900,0.452,0.452,214,323,0.663,124,221,345,115,52,22,192,174,1028,""
"78","blounma01",2007,"Mark Blount",31,"MIN","C",82,81,2544,427,839,0.509,9,31,0.29,418,808,0.517,0.514,147,195,0.754,136,369,505,67,43,58,159,239,1010,""
"79","nelsoja01",2007,"Jameer Nelson",24,"ORL","PG",77,77,2331,376,875,0.43,65,194,0.335,311,681,0.457,0.467,183,221,0.828,50,186,236,330,73,5,184,225,1000,""
"80","atkinch01",2007,"Chucky Atkins",32,"MEM","PG",75,23,2064,310,715,0.434,116,306,0.379,194,409,0.474,0.515,252,311,0.81,18,121,139,346,50,4,127,136,988,"6MOY-8"
"81","turkohe01",2007,"Hedo Türkoglu",27,"ORL","SF",73,73,2268,345,823,0.419,109,281,0.388,236,542,0.435,0.485,171,219,0.781,57,236,293,233,70,16,143,221,970,""
"82","okafoem01",2007,"Emeka Okafor",24,"CHA","C",67,65,2329,394,740,0.532,0,0,NA,394,740,0.532,0.532,175,295,0.593,258,499,757,80,57,172,111,210,963,"DPOY-11"
"83","boykiea01",2007,"Earl Boykins",30,"2TM","PG",66,23,2031,323,769,0.42,95,239,0.397,228,530,0.43,0.482,220,245,0.898,49,90,139,291,56,2,120,92,961,""
"84","roybr01",2007,"Brandon Roy",22,"POR","SG",57,55,2015,349,765,0.456,55,146,0.377,294,619,0.475,0.492,202,241,0.838,58,192,250,230,67,10,116,139,955,"ROY-1"
"85","westda01",2007,"David West",26,"NOK","PF",52,52,1900,377,792,0.476,8,25,0.32,369,767,0.481,0.481,187,227,0.824,126,298,424,114,42,38,98,143,949,""
"86","jackja01",2007,"Jarrett Jack",23,"POR","PG",79,79,2651,320,705,0.454,63,180,0.35,257,525,0.49,0.499,243,279,0.871,18,190,208,417,86,9,187,202,946,""
"87","hillgr01",2007,"Grant Hill",34,"ORL","SG",65,64,2009,342,660,0.518,2,12,0.167,340,648,0.525,0.52,248,324,0.765,53,184,237,138,61,25,144,146,934,""
"88","wallara01",2007,"Rasheed Wallace",32,"DET","C",75,72,2419,357,843,0.423,104,296,0.351,253,547,0.463,0.485,108,137,0.788,90,453,543,127,75,118,94,225,926,""
"89","ilgauzy01",2007,"Zydrunas Ilgauskas",31,"CLE","C",78,78,2130,385,793,0.485,0,1,0,385,792,0.486,0.485,155,192,0.807,242,357,599,123,48,98,141,257,925,""
"90","tinslja01",2007,"Jamaal Tinsley",28,"IND","PG",72,72,2243,346,889,0.389,61,193,0.316,285,696,0.409,0.424,172,239,0.72,60,180,240,494,117,25,200,190,925,""
"91","stevede01",2007,"DeShawn Stevenson",25,"WAS","SG",82,82,2419,347,753,0.461,74,183,0.404,273,570,0.479,0.51,152,216,0.704,55,161,216,218,65,19,119,155,920,""
"92","morriad01",2007,"Adam Morrison",22,"CHA","PF",78,23,2326,355,944,0.376,87,258,0.337,268,686,0.391,0.422,120,169,0.71,54,176,230,163,28,6,130,179,917,"ROY-4"
"93","parkesm01",2007,"Smush Parker",25,"LAL","PG",82,80,2457,342,785,0.436,110,301,0.365,232,484,0.479,0.506,113,175,0.646,45,161,206,228,119,10,153,211,907,""
"94","parkean01",2007,"Anthony Parker",31,"TOR","SG",73,73,2437,328,687,0.477,115,261,0.441,213,426,0.5,0.561,132,158,0.835,60,223,283,153,73,11,71,135,903,"DPOY-24"
"95","jefferi01",2007,"Richard Jefferson",26,"NJN","SF",55,53,1956,303,665,0.456,52,145,0.359,251,520,0.483,0.495,239,326,0.733,48,192,240,148,34,8,120,123,897,""
"96","harprma01",2007,"Matt Harpring",30,"UTA","SF",77,2,1965,322,656,0.491,13,39,0.333,309,617,0.501,0.501,237,309,0.767,117,236,353,99,52,11,118,232,894,"6MOY-8"
"97","odomla01",2007,"Lamar Odom",27,"LAL","PF",56,56,2202,319,681,0.468,54,182,0.297,265,499,0.531,0.508,198,283,0.7,102,445,547,270,53,32,163,182,890,""
"98","goodedr01",2007,"Drew Gooden",25,"CLE","PF",80,80,2238,371,784,0.473,1,6,0.167,370,778,0.476,0.474,142,199,0.714,263,418,681,88,70,28,115,210,885,""
"99","gomesry01",2007,"Ryan Gomes",24,"BOS","PF",73,60,2275,338,723,0.467,16,42,0.381,322,681,0.473,0.479,189,233,0.811,125,282,407,119,48,13,105,169,881,""
"100","dalemsa01",2007,"Samuel Dalembert",25,"PHI","C",82,82,2535,356,658,0.541,0,2,0,356,656,0.543,0.541,167,224,0.746,239,494,733,64,47,159,161,287,879,""
"101","pachuza01",2007,"Zaza Pachulia",22,"ATL","C",72,47,2026,291,614,0.474,0,1,0,291,613,0.475,0.474,293,373,0.786,199,301,500,106,77,36,162,267,875,""
"102","headlu01",2007,"Luther Head",24,"HOU","SG",80,10,2211,306,700,0.437,177,401,0.441,129,299,0.431,0.564,83,105,0.79,31,221,252,194,76,5,137,133,872,"6MOY-8"
"103","carroma01",2007,"Matt Carroll",26,"CHA","SG",72,47,1878,285,658,0.433,111,267,0.416,174,391,0.445,0.517,188,208,0.904,35,172,207,91,53,9,73,176,869,""
"104","gayru01",2007,"Rudy Gay",20,"MEM","SF",78,43,2103,321,760,0.422,52,143,0.364,269,617,0.436,0.457,152,209,0.727,93,255,348,100,71,74,140,192,846,"ROY-3"
"105","westde01",2007,"Delonte West",23,"BOS","SG",69,47,2219,306,717,0.427,65,178,0.365,241,539,0.447,0.472,168,197,0.853,32,176,208,304,74,34,140,152,845,""
"106","hasleud01",2007,"Udonis Haslem",26,"MIA","PF",79,79,2483,353,717,0.492,0,4,0,353,713,0.495,0.492,138,203,0.68,188,466,654,97,49,26,110,236,844,"DPOY-18"
"107","greenge01",2007,"Gerald Green",21,"BOS","SF",81,26,1780,310,739,0.419,95,258,0.368,215,481,0.447,0.484,128,159,0.805,68,140,208,83,41,24,120,198,843,""
"108","greenwi01",2007,"Willie Green",25,"PHI","SG",74,36,1842,357,868,0.411,51,157,0.325,306,711,0.43,0.441,74,111,0.667,42,116,158,112,56,4,106,144,839,""
"109","willima02",2007,"Marvin Williams",20,"ATL","PF",64,63,2179,306,706,0.433,11,45,0.244,295,661,0.446,0.441,216,265,0.815,84,253,337,121,52,30,127,191,839,""
"110","thomati01",2007,"Tim Thomas",29,"LAC","PF",76,24,2054,299,723,0.414,136,356,0.382,163,367,0.444,0.508,102,144,0.708,63,315,378,171,55,28,106,228,836,""
"111","foyera01",2007,"Randy Foye",23,"MIN","PG",82,12,1879,300,691,0.434,68,185,0.368,232,506,0.458,0.483,164,192,0.854,49,169,218,232,53,21,152,184,832,"ROY-5"
"112","battish01",2007,"Shane Battier",28,"HOU","SF",82,82,2988,292,654,0.446,157,373,0.421,135,281,0.48,0.567,88,113,0.779,67,271,338,175,79,60,72,190,829,"DPOY-5"
"113","jamesmi01",2007,"Mike James",31,"MIN","PG",82,65,2069,297,703,0.422,80,215,0.372,217,488,0.445,0.479,154,184,0.837,25,138,163,297,55,7,129,171,828,""
"114","fishede01",2007,"Derek Fisher",32,"UTA","SG",82,61,2287,258,675,0.382,48,156,0.308,210,519,0.405,0.418,262,307,0.853,30,119,149,274,83,6,120,234,826,""
"115","smithjr01",2007,"J.R. Smith",21,"DEN","SG",63,24,1471,284,644,0.441,149,382,0.39,135,262,0.515,0.557,102,126,0.81,30,113,143,91,49,9,85,147,819,"6MOY-14"
"116","butlera01",2007,"Rasual Butler",27,"NOK","SF",81,38,2223,314,788,0.398,134,363,0.369,180,425,0.424,0.484,56,87,0.644,42,214,256,63,40,54,67,148,818,""
"117","richaja01",2007,"Jason Richardson",26,"GSW","SG",51,49,1675,306,734,0.417,110,301,0.365,196,433,0.453,0.492,92,140,0.657,71,188,259,172,54,32,82,129,814,""
"118","harride01",2007,"Devin Harris",23,"DAL","PG",80,61,2081,292,593,0.492,14,50,0.28,278,543,0.512,0.504,215,261,0.824,45,151,196,296,96,21,146,242,813,"DPOY-24"
"119","bogutan01",2007,"Andrew Bogut",22,"MIL","C",66,66,2258,348,629,0.553,1,5,0.2,347,624,0.556,0.554,112,194,0.577,168,416,584,198,49,35,150,216,809,""
"120","stackje01",2007,"Jerry Stackhouse",32,"DAL","SF",67,8,1615,280,654,0.428,62,162,0.383,218,492,0.443,0.476,182,215,0.847,39,106,145,187,51,10,117,78,804,"6MOY-3"
"121","pietrmi01",2007,"Mickaël Piétrus",24,"GSW","SF",72,38,1937,286,586,0.488,93,240,0.388,193,346,0.558,0.567,136,210,0.648,81,246,327,62,48,55,105,220,801,""
"122","abdursh01",2007,"Shareef Abdur-Rahim",30,"SAC","C",80,45,2015,310,654,0.474,3,20,0.15,307,634,0.484,0.476,170,234,0.726,122,276,398,109,53,40,116,243,793,""
"123","collini01",2007,"Nick Collison",26,"SEA","C",82,56,2378,318,636,0.5,0,2,0,318,634,0.502,0.5,154,199,0.774,229,437,666,82,48,66,123,289,790,""
"124","cambyma01",2007,"Marcus Camby",32,"DEN","C",70,70,2369,312,659,0.473,0,2,0,312,657,0.475,0.473,161,221,0.729,164,652,816,223,87,231,122,183,785,"DPOY-1"
"125","biedran01",2007,"Andris Biedrinš",20,"GSW","C",82,63,2382,348,581,0.599,0,0,NA,348,581,0.599,0.599,87,167,0.521,251,511,762,88,67,136,119,304,783,""
"126","hilarne01",2007,"Nenê",24,"DEN","C",64,42,1715,294,516,0.57,0,1,0,294,515,0.571,0.57,195,283,0.689,150,299,449,77,62,59,127,209,783,""
"127","ridnolu01",2007,"Luke Ridnour",25,"SEA","PG",71,58,2091,301,695,0.433,49,139,0.353,252,556,0.453,0.468,128,159,0.805,28,136,164,368,83,19,156,181,779,""
"128","dixonju01",2007,"Juan Dixon",28,"2TM","SG",81,6,1926,299,703,0.425,79,226,0.35,220,477,0.461,0.482,101,116,0.871,27,131,158,123,76,9,101,177,778,""
"129","mooremi01",2007,"Mikki Moore",31,"NJN","C",79,55,2082,308,506,0.609,0,1,0,308,505,0.61,0.609,160,235,0.681,145,258,403,74,46,60,113,261,776,""
"130","howarju01",2007,"Juwan Howard",33,"HOU","PF",80,38,2123,309,665,0.465,0,0,NA,309,665,0.465,0.465,155,188,0.824,138,332,470,131,29,8,112,205,773,""
"131","kamanch01",2007,"Chris Kaman",24,"LAC","C",75,66,2176,294,652,0.451,0,1,0,294,651,0.452,0.451,166,224,0.741,160,428,588,79,41,116,147,251,754,""
"132","bargnan01",2007,"Andrea Bargnani",21,"TOR","PF",65,2,1629,267,625,0.427,100,268,0.373,167,357,0.468,0.507,117,142,0.824,52,203,255,50,32,53,107,180,751,"ROY-2"
"133","pargoja01",2007,"Jannero Pargo",27,"NOK","PG",82,7,1710,283,692,0.409,81,209,0.388,202,483,0.418,0.467,104,122,0.852,20,160,180,203,53,4,122,121,751,""
"134","nocioan01",2007,"Andrés Nocioni",27,"CHI","PF",53,31,1406,273,584,0.467,80,209,0.383,193,375,0.515,0.536,123,145,0.848,42,259,301,57,27,24,104,164,749,""
"135","barnema02",2007,"Matt Barnes",26,"GSW","PF",76,23,1813,275,628,0.438,106,290,0.366,169,338,0.5,0.522,90,123,0.732,91,259,350,156,73,41,105,188,746,""
"136","finlemi01",2007,"Michael Finley",33,"SAS","SF",82,16,1823,273,663,0.412,104,286,0.364,169,377,0.448,0.49,90,98,0.918,34,189,223,108,32,16,46,76,740,""
"137","kaponja01",2007,"Jason Kapono",25,"MIA","SF",67,35,1767,278,563,0.494,108,210,0.514,170,353,0.482,0.59,66,74,0.892,26,154,180,81,38,2,70,135,730,""
"138","watsoea01",2007,"Earl Watson",27,"SEA","PG",77,25,2152,263,687,0.383,92,280,0.329,171,407,0.42,0.45,108,147,0.735,34,151,185,437,99,23,167,152,726,""
"139","wilkida02",2007,"Damien Wilkins",27,"SEA","SF",82,31,2037,262,602,0.435,50,122,0.41,212,480,0.442,0.477,150,170,0.882,87,142,229,156,92,16,116,157,724,""
"140","childjo01",2007,"Josh Childress",23,"ATL","SG",55,13,2024,261,518,0.504,26,77,0.338,235,441,0.533,0.529,167,210,0.795,123,217,340,127,58,36,80,118,715,"6MOY-11"
